#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly"
"DevExpress.Win.de","18.2.4","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.Diagram","18.2.4","DevExpress.XtraDiagram.v18.2"
"DevExpress.Win.Dialogs","18.2.4","DevExpress.XtraDialogs.v18.2"
"DevExpress.Win.Dialogs.Core","18.2.4","DevExpress.Dialogs.v18.2.Core"
"DevExpress.Win.Dialogs.Core.de","18.2.4","DevExpress.Dialogs.v18.2.Core.resources"
"DevExpress.Win.Dialogs.Core.es","18.2.4","DevExpress.Dialogs.v18.2.Core.resources"
"DevExpress.Win.Dialogs.Core.ja","18.2.4","DevExpress.Dialogs.v18.2.Core.resources"
"DevExpress.Win.Dialogs.Core.ru","18.2.4","DevExpress.Dialogs.v18.2.Core.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.es","18.2.4","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.Gauges","18.2.4","DevExpress.XtraGauges.v18.2.Presets"
"DevExpress.Win.Gauges","18.2.4","DevExpress.XtraGauges.v18.2.Win"
"DevExpress.Win.Gauges.de","18.2.4","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.Gauges.es","18.2.4","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.Gauges.ja","18.2.4","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.Gauges.ru","18.2.4","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.4","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.Map","18.2.4","DevExpress.XtraMap.v18.2"
"DevExpress.Win.PdfViewer","18.2.4","DevExpress.XtraPdfViewer.v18.2"
"DevExpress.Win.PdfViewer.de","18.2.4","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.PdfViewer.es","18.2.4","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.PdfViewer.ja","18.2.4","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.PdfViewer.ru","18.2.4","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.Reporting","18.2.4","DevExpress.XtraReports.v18.2.Extensions"
"DevExpress.Win.Reporting.de","18.2.4","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.Reporting.es","18.2.4","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.Reporting.ja","18.2.4","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.Reporting.ru","18.2.4","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit","18.2.4","DevExpress.XtraRichEdit.v18.2"
"DevExpress.Win.RichEdit","18.2.4","DevExpress.XtraRichEdit.v18.2.Extensions"
"DevExpress.Win.RichEdit.de","18.2.4","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.de","18.2.4","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.RichEdit.es","18.2.4","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.es","18.2.4","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.RichEdit.ja","18.2.4","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.ja","18.2.4","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.RichEdit.ru","18.2.4","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.ru","18.2.4","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.ru","18.2.4","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.Scheduler","18.2.4","DevExpress.XtraScheduler.v18.2"
"DevExpress.Win.Scheduler","18.2.4","DevExpress.XtraScheduler.v18.2.Extensions"
"DevExpress.Win.Scheduler.de","18.2.4","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Scheduler.de","18.2.4","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.Scheduler.es","18.2.4","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Scheduler.es","18.2.4","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.Scheduler.ja","18.2.4","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Scheduler.ja","18.2.4","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.Scheduler.ru","18.2.4","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Scheduler.ru","18.2.4","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.SchedulerReporting","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting"
"DevExpress.Win.SchedulerReporting","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting.Extensions"
"DevExpress.Win.SchedulerReporting.de","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting.resources"
"DevExpress.Win.SchedulerReporting.es","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting.resources"
"DevExpress.Win.SchedulerReporting.ja","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting.resources"
"DevExpress.Win.SchedulerReporting.ru","18.2.4","DevExpress.XtraScheduler.v18.2.Reporting.resources"
"DevExpress.Win.Snap","18.2.4","DevExpress.Snap.v18.2"
"DevExpress.Win.Snap","18.2.4","DevExpress.Snap.v18.2.Extensions"
"DevExpress.Win.Snap.de","18.2.4","DevExpress.Snap.v18.2.Extensions.resources"
"DevExpress.Win.Snap.de","18.2.4","DevExpress.Snap.v18.2.resources"
"DevExpress.Win.Snap.es","18.2.4","DevExpress.Snap.v18.2.Extensions.resources"
"DevExpress.Win.Snap.es","18.2.4","DevExpress.Snap.v18.2.resources"
"DevExpress.Win.Snap.ja","18.2.4","DevExpress.Snap.v18.2.Extensions.resources"
"DevExpress.Win.Snap.ja","18.2.4","DevExpress.Snap.v18.2.resources"
"DevExpress.Win.Snap.ru","18.2.4","DevExpress.Snap.v18.2.Extensions.resources"
"DevExpress.Win.Snap.ru","18.2.4","DevExpress.Snap.v18.2.resources"
"DevExpress.Win.SpellChecker","18.2.4","DevExpress.XtraSpellChecker.v18.2"
"DevExpress.Win.SpellChecker.de","18.2.4","DevExpress.XtraSpellChecker.v18.2.resources"
"DevExpress.Win.SpellChecker.es","18.2.4","DevExpress.XtraSpellChecker.v18.2.resources"
"DevExpress.Win.SpellChecker.ja","18.2.4","DevExpress.XtraSpellChecker.v18.2.resources"
"DevExpress.Win.SpellChecker.ru","18.2.4","DevExpress.XtraSpellChecker.v18.2.resources"
"DevExpress.Win.Spreadsheet","18.2.4","DevExpress.XtraSpreadsheet.v18.2"
"DevExpress.Win.Spreadsheet.de","18.2.4","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Spreadsheet.es","18.2.4","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Spreadsheet.ja","18.2.4","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Spreadsheet.ru","18.2.4","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.TreeMap","18.2.4","DevExpress.XtraTreeMap.v18.2"
"DevExpress.Wpf.Carousel","18.2.4","DevExpress.Xpf.Carousel.v18.2"
"DevExpress.Wpf.Charts","18.2.4","DevExpress.Xpf.Charts.v18.2"
"DevExpress.Wpf.Charts.de","18.2.4","DevExpress.Xpf.Charts.v18.2.resources"
"DevExpress.Wpf.Charts.Designer","18.2.4","DevExpress.Charts.Designer.v18.2"
"DevExpress.Wpf.Charts.Designer.de","18.2.4","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.es","18.2.4","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.ja","18.2.4","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.ru","18.2.4","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.es","18.2.4","DevExpress.Xpf.Charts.v18.2.resources"
"DevExpress.Wpf.Charts.ja","18.2.4","DevExpress.Xpf.Charts.v18.2.resources"
"DevExpress.Wpf.Charts.ru","18.2.4","DevExpress.Xpf.Charts.v18.2.resources"
"DevExpress.Wpf.Core","18.2.4","DevExpress.Xpf.Core.v18.2"
"DevExpress.Wpf.Core","18.2.4","DevExpress.Xpf.Core.v18.2.Extensions"
"DevExpress.Wpf.Core.de","18.2.4","DevExpress.Xpf.Core.v18.2.resources"
"DevExpress.Wpf.Core.es","18.2.4","DevExpress.Xpf.Core.v18.2.resources"
"DevExpress.Wpf.Core.ja","18.2.4","DevExpress.Xpf.Core.v18.2.resources"
"DevExpress.Wpf.Core.ru","18.2.4","DevExpress.Xpf.Core.v18.2.resources"
"DevExpress.Wpf.Dashboard","18.2.4","DevExpress.Dashboard.v18.2.Wpf"
"DevExpress.Wpf.Dashboard","18.2.4","DevExpress.Xpf.Dashboard.v18.2"
"DevExpress.Wpf.Diagram","18.2.4","DevExpress.Xpf.Diagram.v18.2"
"DevExpress.Wpf.Dialogs","18.2.4","DevExpress.Xpf.Dialogs.v18.2"
"DevExpress.Wpf.DocumentViewer.Core","18.2.4","DevExpress.Xpf.DocumentViewer.v18.2.Core"
"DevExpress.Wpf.DocumentViewer.Core.de","18.2.4","DevExpress.Xpf.DocumentViewer.v18.2.Core.resources"
"DevExpress.Wpf.DocumentViewer.Core.es","18.2.4","DevExpress.Xpf.DocumentViewer.v18.2.Core.resources"
"DevExpress.Wpf.DocumentViewer.Core.ja","18.2.4","DevExpress.Xpf.DocumentViewer.v18.2.Core.resources"
"DevExpress.Wpf.DocumentViewer.Core.ru","18.2.4","DevExpress.Xpf.DocumentViewer.v18.2.Core.resources"
"DevExpress.Wpf.ExpressionEditor","18.2.4","DevExpress.Xpf.ExpressionEditor.v18.2"
"DevExpress.Wpf.Gauges","18.2.4","DevExpress.Xpf.Gauges.v18.2"
"DevExpress.Wpf.Gauges.de","18.2.4","DevExpress.Xpf.Gauges.v18.2.resources"
"DevExpress.Wpf.Gauges.es","18.2.4","DevExpress.Xpf.Gauges.v18.2.resources"
"DevExpress.Wpf.Gauges.ja","18.2.4","DevExpress.Xpf.Gauges.v18.2.resources"
"DevExpress.Wpf.Gauges.ru","18.2.4","DevExpress.Xpf.Gauges.v18.2.resources"
"DevExpress.Wpf.Grid.Core","18.2.4","DevExpress.Xpf.Grid.v18.2.Core"
"DevExpress.Wpf.Grid.Core","18.2.4","DevExpress.Xpf.Grid.v18.2"
"DevExpress.Wpf.Grid.Core","18.2.4","DevExpress.Xpf.Grid.v18.2.Extensions"
"DevExpress.Wpf.Grid.Core.de","18.2.4","DevExpress.Xpf.Grid.v18.2.Core.resources"
"DevExpress.Wpf.Grid.Core.es","18.2.4","DevExpress.Xpf.Grid.v18.2.Core.resources"
"DevExpress.Wpf.Grid.Core.ja","18.2.4","DevExpress.Xpf.Grid.v18.2.Core.resources"
"DevExpress.Wpf.Grid.Core.ru","18.2.4","DevExpress.Xpf.Grid.v18.2.Core.resources"
"DevExpress.Wpf.Layout","18.2.4","DevExpress.Xpf.LayoutControl.v18.2"
"DevExpress.Wpf.Layout.de","18.2.4","DevExpress.Xpf.LayoutControl.v18.2.resources"
"DevExpress.Wpf.Layout.es","18.2.4","DevExpress.Xpf.LayoutControl.v18.2.resources"
"DevExpress.Wpf.Layout.ja","18.2.4","DevExpress.Xpf.LayoutControl.v18.2.resources"
"DevExpress.Wpf.Layout.ru","18.2.4","DevExpress.Xpf.LayoutControl.v18.2.resources"
"DevExpress.Wpf.Map","18.2.4","DevExpress.Xpf.Map.v18.2"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.Accordion.v18.2"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.Controls.v18.2"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.Docking.v18.2"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.Layout.v18.2.Core"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.NavBar.v18.2"
"DevExpress.Wpf.Navigation","18.2.4","DevExpress.Xpf.Ribbon.v18.2"
"DevExpress.Wpf.Navigation.de","18.2.4","DevExpress.Xpf.Controls.v18.2.resources"
"DevExpress.Wpf.Navigation.de","18.2.4","DevExpress.Xpf.Docking.v18.2.resources"
"DevExpress.Wpf.Navigation.de","18.2.4","DevExpress.Xpf.NavBar.v18.2.resources"
"DevExpress.Wpf.Navigation.de","18.2.4","DevExpress.Xpf.Ribbon.v18.2.resources"
"DevExpress.Wpf.Navigation.es","18.2.4","DevExpress.Xpf.Controls.v18.2.resources"
"DevExpress.Wpf.Navigation.es","18.2.4","DevExpress.Xpf.Docking.v18.2.resources"
"DevExpress.Wpf.Navigation.es","18.2.4","DevExpress.Xpf.NavBar.v18.2.resources"
"DevExpress.Wpf.Navigation.es","18.2.4","DevExpress.Xpf.Ribbon.v18.2.resources"
"DevExpress.Wpf.Navigation.ja","18.2.4","DevExpress.Xpf.Controls.v18.2.resources"
"DevExpress.Wpf.Navigation.ja","18.2.4","DevExpress.Xpf.Docking.v18.2.resources"
"DevExpress.Wpf.Navigation.ja","18.2.4","DevExpress.Xpf.NavBar.v18.2.resources"
"DevExpress.Wpf.Navigation.ja","18.2.4","DevExpress.Xpf.Ribbon.v18.2.resources"
"DevExpress.Wpf.Navigation.ru","18.2.4","DevExpress.Xpf.Controls.v18.2.resources"
"DevExpress.Wpf.Navigation.ru","18.2.4","DevExpress.Xpf.Docking.v18.2.resources"
"DevExpress.Wpf.Navigation.ru","18.2.4","DevExpress.Xpf.NavBar.v18.2.resources"
"DevExpress.Wpf.Navigation.ru","18.2.4","DevExpress.Xpf.Ribbon.v18.2.resources"
"DevExpress.Wpf.PdfViewer","18.2.4","DevExpress.Xpf.PdfViewer.v18.2"
"DevExpress.Wpf.PdfViewer.de","18.2.4","DevExpress.Xpf.PdfViewer.v18.2.resources"
"DevExpress.Wpf.PdfViewer.es","18.2.4","DevExpress.Xpf.PdfViewer.v18.2.resources"
"DevExpress.Wpf.PdfViewer.ja","18.2.4","DevExpress.Xpf.PdfViewer.v18.2.resources"
"DevExpress.Wpf.PdfViewer.ru","18.2.4","DevExpress.Xpf.PdfViewer.v18.2.resources"
"DevExpress.Wpf.PivotGrid","18.2.4","DevExpress.Xpf.PivotGrid.v18.2"
"DevExpress.Wpf.Printing","18.2.4","DevExpress.Xpf.Printing.v18.2"
"DevExpress.Wpf.Printing.de","18.2.4","DevExpress.Xpf.Printing.v18.2.resources"
"DevExpress.Wpf.Printing.es","18.2.4","DevExpress.Xpf.Printing.v18.2.resources"
"DevExpress.Wpf.Printing.ja","18.2.4","DevExpress.Xpf.Printing.v18.2.resources"
"DevExpress.Wpf.Printing.ru","18.2.4","DevExpress.Xpf.Printing.v18.2.resources"
"DevExpress.Wpf.PrismAdapters","18.2.4","DevExpress.Xpf.PrismAdapters.v18.2"
"DevExpress.Wpf.PropertyGrid","18.2.4","DevExpress.Xpf.PropertyGrid.v18.2"
"DevExpress.Wpf.PropertyGrid.de","18.2.4","DevExpress.Xpf.PropertyGrid.v18.2.resources"
"DevExpress.Wpf.PropertyGrid.es","18.2.4","DevExpress.Xpf.PropertyGrid.v18.2.resources"
"DevExpress.Wpf.PropertyGrid.ja","18.2.4","DevExpress.Xpf.PropertyGrid.v18.2.resources"
"DevExpress.Wpf.PropertyGrid.ru","18.2.4","DevExpress.Xpf.PropertyGrid.v18.2.resources"
"DevExpress.Wpf.Reporting","18.2.4","DevExpress.Xpf.CodeView.v18.2"
"DevExpress.Wpf.Reporting","18.2.4","DevExpress.Xpf.DataAccess.v18.2"
"DevExpress.Wpf.Reporting","18.2.4","DevExpress.Xpf.ReportDesigner.v18.2"
"DevExpress.Wpf.Reporting.de","18.2.4","DevExpress.Xpf.ReportDesigner.v18.2.resources"
"DevExpress.Wpf.Reporting.es","18.2.4","DevExpress.Xpf.ReportDesigner.v18.2.resources"
"DevExpress.Wpf.Reporting.ja","18.2.4","DevExpress.Xpf.ReportDesigner.v18.2.resources"
"DevExpress.Wpf.Reporting.ru","18.2.4","DevExpress.Xpf.ReportDesigner.v18.2.resources"
"DevExpress.Wpf.RichEdit","18.2.4","DevExpress.Xpf.RichEdit.v18.2"
"DevExpress.Wpf.RichEdit.de","18.2.4","DevExpress.Xpf.RichEdit.v18.2.resources"
"DevExpress.Wpf.RichEdit.es","18.2.4","DevExpress.Xpf.RichEdit.v18.2.resources"
"DevExpress.Wpf.RichEdit.ja","18.2.4","DevExpress.Xpf.RichEdit.v18.2.resources"
"DevExpress.Wpf.RichEdit.ru","18.2.4","DevExpress.Xpf.RichEdit.v18.2.resources"
"DevExpress.Wpf.Scheduler","18.2.4","DevExpress.Xpf.Scheduler.v18.2"
"DevExpress.Wpf.Scheduler.de","18.2.4","DevExpress.Xpf.Scheduler.v18.2.resources"
"DevExpress.Wpf.Scheduler.es","18.2.4","DevExpress.Xpf.Scheduler.v18.2.resources"
"DevExpress.Wpf.Scheduler.ja","18.2.4","DevExpress.Xpf.Scheduler.v18.2.resources"
"DevExpress.Wpf.Scheduler.ru","18.2.4","DevExpress.Xpf.Scheduler.v18.2.resources"
"DevExpress.Wpf.Scheduling","18.2.4","DevExpress.Xpf.Scheduling.v18.2"
"DevExpress.Wpf.Scheduling.de","18.2.4","DevExpress.Xpf.Scheduling.v18.2.resources"
"DevExpress.Wpf.Scheduling.es","18.2.4","DevExpress.Xpf.Scheduling.v18.2.resources"
"DevExpress.Wpf.Scheduling.ja","18.2.4","DevExpress.Xpf.Scheduling.v18.2.resources"
"DevExpress.Wpf.Scheduling.ru","18.2.4","DevExpress.Xpf.Scheduling.v18.2.resources"
"DevExpress.Wpf.SpellChecker","18.2.4","DevExpress.Xpf.SpellChecker.v18.2"
"DevExpress.Wpf.SpellChecker.de","18.2.4","DevExpress.Xpf.SpellChecker.v18.2.resources"
"DevExpress.Wpf.SpellChecker.es","18.2.4","DevExpress.Xpf.SpellChecker.v18.2.resources"
"DevExpress.Wpf.SpellChecker.ja","18.2.4","DevExpress.Xpf.SpellChecker.v18.2.resources"
"DevExpress.Wpf.SpellChecker.ru","18.2.4","DevExpress.Xpf.SpellChecker.v18.2.resources"
"DevExpress.Wpf.Spreadsheet","18.2.4","DevExpress.Xpf.Spreadsheet.v18.2"
"DevExpress.Wpf.Spreadsheet.de","18.2.4","DevExpress.Xpf.Spreadsheet.v18.2.resources"
"DevExpress.Wpf.Spreadsheet.es","18.2.4","DevExpress.Xpf.Spreadsheet.v18.2.resources"
"DevExpress.Wpf.Spreadsheet.ja","18.2.4","DevExpress.Xpf.Spreadsheet.v18.2.resources"
"DevExpress.Wpf.Spreadsheet.ru","18.2.4","DevExpress.Xpf.Spreadsheet.v18.2.resources"
"DevExpress.Wpf.Themes.DXStyle","18.2.4","DevExpress.Xpf.Themes.DXStyle.v18.2"
"DevExpress.Wpf.Themes.LightGray","18.2.4","DevExpress.Xpf.Themes.LightGray.v18.2"
"DevExpress.Wpf.Themes.MetropolisDark","18.2.4","DevExpress.Xpf.Themes.MetropolisDark.v18.2"
"DevExpress.Wpf.Themes.MetropolisLight","18.2.4","DevExpress.Xpf.Themes.MetropolisLight.v18.2"
"DevExpress.Wpf.Themes.Office2007Black","18.2.4","DevExpress.Xpf.Themes.Office2007Black.v18.2"
"DevExpress.Wpf.Themes.Office2007Blue","18.2.4","DevExpress.Xpf.Themes.Office2007Blue.v18.2"
"DevExpress.Wpf.Themes.Office2007Silver","18.2.4","DevExpress.Xpf.Themes.Office2007Silver.v18.2"
"DevExpress.Wpf.Themes.Office2010Black","18.2.4","DevExpress.Xpf.Themes.Office2010Black.v18.2"
"DevExpress.Wpf.Themes.Office2010Blue","18.2.4","DevExpress.Xpf.Themes.Office2010Blue.v18.2"
"DevExpress.Wpf.Themes.Office2010Silver","18.2.4","DevExpress.Xpf.Themes.Office2010Silver.v18.2"
"DevExpress.Wpf.Themes.Office2013","18.2.4","DevExpress.Xpf.Themes.Office2013.v18.2"
"DevExpress.Wpf.Themes.Office2013DarkGray","18.2.4","DevExpress.Xpf.Themes.Office2013DarkGray.v18.2"
"DevExpress.Wpf.Themes.Office2013LightGray","18.2.4","DevExpress.Xpf.Themes.Office2013LightGray.v18.2"
"DevExpress.Wpf.Themes.Office2016Black","18.2.4","DevExpress.Xpf.Themes.Office2016Black.v18.2"
"DevExpress.Wpf.Themes.Office2016BlackSE","18.2.4","DevExpress.Xpf.Themes.Office2016BlackSE.v18.2"
"DevExpress.Wpf.Themes.Office2016Colorful","18.2.4","DevExpress.Xpf.Themes.Office2016Colorful.v18.2"
"DevExpress.Wpf.Themes.Office2016ColorfulSE","18.2.4","DevExpress.Xpf.Themes.Office2016ColorfulSE.v18.2"
"DevExpress.Wpf.Themes.Office2016DarkGraySE","18.2.4","DevExpress.Xpf.Themes.Office2016DarkGraySE.v18.2"
"DevExpress.Wpf.Themes.Office2016White","18.2.4","DevExpress.Xpf.Themes.Office2016White.v18.2"
"DevExpress.Wpf.Themes.Office2016WhiteSE","18.2.4","DevExpress.Xpf.Themes.Office2016WhiteSE.v18.2"
"DevExpress.Wpf.Themes.Seven","18.2.4","DevExpress.Xpf.Themes.Seven.v18.2"
"DevExpress.Wpf.Themes.TouchlineDark","18.2.4","DevExpress.Xpf.Themes.TouchlineDark.v18.2"
"DevExpress.Wpf.Themes.VS2010","18.2.4","DevExpress.Xpf.Themes.VS2010.v18.2"
"DevExpress.Wpf.Themes.VS2017Blue","18.2.4","DevExpress.Xpf.Themes.VS2017Blue.v18.2"
"DevExpress.Wpf.Themes.VS2017Dark","18.2.4","DevExpress.Xpf.Themes.VS2017Dark.v18.2"
"DevExpress.Wpf.Themes.VS2017Light","18.2.4","DevExpress.Xpf.Themes.VS2017Light.v18.2"
"DevExpress.Wpf.TreeMap","18.2.4","DevExpress.Xpf.TreeMap.v18.2"
"DevExpress.Xpo","18.2.4","DevExpress.Xpo.v18.2"
"DevExpress.Xpo","18.2.4","DevExpress.Xpo.v18.2"
"DevExpress.Xpo.de","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.de","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.es","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.es","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.Extensions","18.2.4","DevExpress.Xpo.v18.2.Extensions"
"DevExpress.Xpo.ja","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.ja","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.ru","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.Xpo.ru","18.2.4","DevExpress.Xpo.v18.2.resources"
"DevExpress.EasyTest","18.2.4","DevExpress.EasyTest.v18.2"
"DevExpress.ExpressApp.Easytest.WebAdapter","18.2.4","DevExpress.ExpressApp.EasyTest.WebAdapter.v18.2"
"DevExpress.ExpressApp.EasyTest.WinAdapter","18.2.4","DevExpress.ExpressApp.EasyTest.WinAdapter.v18.2"
"DevExpress.ExpressApp.HtmlPropertyEditor.Win","18.2.4","DevExpress.ExpressApp.HtmlPropertyEditor.Win.v18.2"
"DevExpress.ExpressApp.Reports","18.2.4","DevExpress.ExpressApp.Reports.v18.2"
"DevExpress.ExpressApp.Reports.Web","18.2.4","DevExpress.ExpressApp.Reports.Web.v18.2"
"DevExpress.ExpressApp.Reports.Win","18.2.4","DevExpress.ExpressApp.Reports.Win.v18.2"
"DevExpress.ExpressApp.ScriptRecorder","18.2.4","DevExpress.ExpressApp.ScriptRecorder.v18.2"
"DevExpress.ExpressApp.ScriptRecorder.Web","18.2.4","DevExpress.ExpressApp.ScriptRecorder.Web.v18.2"
"DevExpress.ExpressApp.ScriptRecorder.Win","18.2.4","DevExpress.ExpressApp.ScriptRecorder.Win.v18.2"
"DevExpress.Persistent.BaseImpl","18.2.4","DevExpress.Persistent.BaseImpl.v18.2"
